W/SurfaceFlinger(   36): power module not found
W/dalvikvm(  485): PR_CAPBSET_DROP 33 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  281): threadid=2: spin on suspend #1 threadid=22 (pcf=0)
W/dalvikvm(  281): threadid=2: spin on suspend resolved in 1162 msec
E/BluetoothAdapter(  429): Bluetooth binder is null
W/ProcessStats(  281): Skipping unknown process pid 76
E/BluetoothAdapter(  429): Bluetooth binder is null
E/BluetoothAdapter(  387): Bluetooth binder is null
E/BluetoothAdapter(  281): Bluetooth binder is null
E/SoundPool(  281): error loading /system/media/audio/ui/Effect_Tick.ogg
W/AudioService(  281): Soundpool could not load file: /system/media/audio/ui/Effect_Tick.ogg
E/SoundPool(  281): error loading /system/media/audio/ui/Effect_Tick.ogg
W/AudioService(  281): Soundpool could not load file: /system/media/audio/ui/Effect_Tick.ogg
E/SoundPool(  281): error loading /system/media/audio/ui/Effect_Tick.ogg
W/AudioService(  281): Soundpool could not load file: /system/media/audio/ui/Effect_Tick.ogg
E/SoundPool(  281): error loading /system/media/audio/ui/Effect_Tick.ogg
W/AudioService(  281): Soundpool could not load file: /system/media/audio/ui/Effect_Tick.ogg
E/SoundPool(  281): error loading /system/media/audio/ui/Effect_Tick.ogg
W/AudioService(  281): Soundpool could not load file: /system/media/audio/ui/Effect_Tick.ogg
E/SoundPool(  281): error loading /system/media/audio/ui/KeypressStandard.ogg
W/AudioService(  281): Soundpool could not load file: /system/media/audio/ui/KeypressStandard.ogg
E/SoundPool(  281): error loading /system/media/audio/ui/KeypressSpacebar.ogg
W/AudioService(  281): Soundpool could not load file: /system/media/audio/ui/KeypressSpacebar.ogg
E/SoundPool(  281): error loading /system/media/audio/ui/KeypressDelete.ogg
W/AudioService(  281): Soundpool could not load file: /system/media/audio/ui/KeypressDelete.ogg
E/SoundPool(  281): error loading /system/media/audio/ui/KeypressReturn.ogg
W/AudioService(  281): Soundpool could not load file: /system/media/audio/ui/KeypressReturn.ogg
W/AudioService(  281): onLoadSoundEffects(), Error -1 while loading samples
E/BluetoothAdapter(  281): Bluetooth binder is null
E/BluetoothAdapter(  387): Bluetooth binder is null
E/ActivityManager(  281): ANR in com.android.systemui
E/ActivityManager(  281): Reason: Executing service com.android.systemui/.ImageWallpaper
E/ActivityManager(  281): Load: 6.93 / 2.71 / 1.0
E/ActivityManager(  281): CPU usage from 0ms to 59809ms later:
E/ActivityManager(  281):   10% 281/system_server: 7.2% user + 2.7% kernel / faults: 1764 minor 3 major
E/ActivityManager(  281):   8.3% 36/surfaceflinger: 5.8% user + 2.5% kernel / faults: 323 minor
E/ActivityManager(  281):   3% 387/com.android.systemui: 2.1% user + 0.8% kernel / faults: 1208 minor 1 major
E/ActivityManager(  281):   2.6% 429/com.android.phone: 1.7% user + 0.8% kernel / faults: 2096 minor 7 major
E/ActivityManager(  281):   0.5% 34/debuggerd: 0.3% user + 0.2% kernel / faults: 1366 minor
E/ActivityManager(  281):   1.3% 413/com.android.inputmethod.latin: 0.7% user + 0.5% kernel / faults: 756 minor 5 major
E/ActivityManager(  281):   0.5% 37/zygote: 0.4% user + 0% kernel / faults: 135 minor
E/ActivityManager(  281):   0.4% 47/adbd: 0% user + 0.4% kernel
E/ActivityManager(  281):   0.1% 279/logcat: 0% user + 0.1% kernel / faults: 1 minor
E/ActivityManager(  281):   0% 35/rild: 0% user + 0% kernel / faults: 4 minor
E/ActivityManager(  281):   0% 30/servicemanager: 0% user + 0% kernel
E/ActivityManager(  281):   0% 39/mediaserver: 0% user + 0% kernel / faults: 11 minor
E/ActivityManager(  281):   0% 442/com.android.settings: 0% user + 0% kernel / faults: 34 minor
E/ActivityManager(  281):   0% 1//init: 0% user + 0% kernel / faults: 14 minor
E/ActivityManager(  281):   0% 4/events/0: 0% user + 0% kernel
E/ActivityManager(  281):  +0% 485/android.process.acore: 0% user + 0% kernel
E/ActivityManager(  281): 99% TOTAL: 67% user + 30% kernel + 1.3% softirq
E/ActivityManager(  281): CPU usage from 58831ms to 59627ms later:
E/ActivityManager(  281):   30% 387/com.android.systemui: 19% user + 10% kernel / faults: 428 minor 1 major
E/ActivityManager(  281):     15% 387/ndroid.systemui: 9.5% user + 5.4% kernel
E/ActivityManager(  281):     9.5% 396/Compiler: 4.1% user + 5.4% kernel
E/ActivityManager(  281):   29% 485/android.process.acore: 18% user + 11% kernel / faults: 953 minor
E/ActivityManager(  281):     15% 485/d.process.acore: 11% user + 4.2% kernel
E/ActivityManager(  281):     11% 492/Compiler: 5.6% user + 5.6% kernel
E/ActivityManager(  281):     4.2% 489/GC: 1.4% user + 2.8% kernel
E/ActivityManager(  281):   26% 429/com.android.phone: 20% user + 5.7% kernel / faults: 291 minor 1 major
E/ActivityManager(  281):     11% 429/m.android.phone: 7.2% user + 4.3% kernel
E/ActivityManager(  281):     7.2% 438/Compiler: 5.7% user + 1.4% kernel
E/ActivityManager(  281):     4.3% 434/GC: 4.3% user + 0% kernel
E/ActivityManager(  281):     1.4% 461/RILSender: 0% user + 1.4% kernel
E/ActivityManager(  281):     1.4% 464/RILReceiver: 1.4% user + 0% kernel
E/ActivityManager(  281):    +0% 514/Cat Telephony s: 0% user + 0% kernel
E/ActivityManager(  281):    +0% 515/RilMessageDecod: 0% user + 0% kernel
E/ActivityManager(  281):    +0% 516/Cat Icon Loader: 0% user + 0% kernel
E/ActivityManager(  281):   14% 281/system_server: 9.4% user + 5.4% kernel / faults: 76 minor
E/ActivityManager(  281):     4% 298/ActivityManager: 0% user + 4% kernel
E/ActivityManager(  281):     2.7% 287/Compiler: 1.3% user + 1.3% kernel
E/ActivityManager(  281):     2.7% 295/er.ServerThread: 2.7% user + 0% kernel
E/ActivityManager(  281):     1.3% 281/system_server: 1.3% user + 0% kernel
E/ActivityManager(  281):     1.3% 292/Binder_1: 1.3% user + 0% kernel
E/ActivityManager(  281):     1.3% 293/Binder_2: 1.3% user + 0% kernel
E/ActivityManager(  281):     1.3% 294/SensorService: 1.3% user + 0% kernel
E/ActivityManager(  281):     1.3% 463/Binder_6: 0% user + 1.3% kernel
E/ActivityManager(  281):    +0% 513/Error dump: sys: 0% user + 0% kernel
E/ActivityManager(  281): 100% TOTAL: 62% user + 37% kernel
W/ActivityManager(  281): Killing ProcessRecord{41d9a5d0 387:com.android.systemui/u0a10016}: background ANR
W/ActivityManager(  281): Timeout executing service: ServiceRecord{41bf6748 u0 com.android.inputmethod.latin/.LatinIME}
E/ActivityManager(  281): Error reading /data/anr/traces.txt
E/ActivityManager(  281): java.io.FileNotFoundException: /data/anr/traces.txt: open failed: ENOENT (No such file or directory)
E/ActivityManager(  281): 	at libcore.io.IoBridge.open(IoBridge.java:409)
E/ActivityManager(  281): 	at java.io.FileInputStream.<init>(FileInputStream.java:78)
E/ActivityManager(  281): 	at android.os.FileUtils.readTextFile(FileUtils.java:152)
E/ActivityManager(  281): 	at com.android.server.am.ActivityManagerService$14.run(ActivityManagerService.java:8797)
E/ActivityManager(  281): Caused by: libcore.io.ErrnoException: open failed: ENOENT (No such file or directory)
E/ActivityManager(  281): 	at libcore.io.Posix.open(Native Method)
E/ActivityManager(  281): 	at libcore.io.BlockGuardOs.open(BlockGuardOs.java:110)
E/ActivityManager(  281): 	at libcore.io.IoBridge.open(IoBridge.java:393)
E/ActivityManager(  281): 	... 3 more
W/ActivityManager(  281): Scheduling restart of crashed service com.android.systemui/.ImageWallpaper in 0ms
W/ActivityManager(  281): Scheduling restart of crashed service com.android.systemui/.SystemUIService in 0ms
W/WallpaperService(  281): Wallpaper service gone: ComponentInfo{com.android.systemui/com.android.systemui.ImageWallpaper}
W/WallpaperService(  281): Reverting to built-in wallpaper!
W/dalvikvm(  524): PR_CAPBSET_DROP 0 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 1 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 2 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 3 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 4 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 5 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 6 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 7 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 8 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 9 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 10 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 11 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 12 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 13 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 14 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 15 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 16 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 17 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 18 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 19 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 20 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 21 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 22 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 23 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 24 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 25 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 26 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 27 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 28 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 29 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 30 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 31 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 32 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  524): PR_CAPBSET_DROP 33 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 0 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 1 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 2 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 3 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 4 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 5 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 6 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 7 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 8 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 9 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 10 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 11 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 12 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 13 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 14 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 15 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 16 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 17 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 18 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 19 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 20 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 21 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 22 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 23 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 24 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 25 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 26 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 27 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 28 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 29 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 30 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 31 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 32 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  529): PR_CAPBSET_DROP 33 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 0 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 1 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 2 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 3 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 4 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 5 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 6 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 7 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 8 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 9 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 10 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 11 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 12 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 13 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 14 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 15 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 16 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 17 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 18 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 19 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 20 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 21 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 22 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 23 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 24 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 25 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 26 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 27 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 28 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 29 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 30 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 31 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 32 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
W/dalvikvm(  555): PR_CAPBSET_DROP 33 failed: Invalid argument. Please make sure your kernel is compiled with file capabilities support enabled.
E/ActivityManager(  281): ANR in com.android.inputmethod.latin
E/ActivityManager(  281): Reason: Executing service com.android.inputmethod.latin/.LatinIME
E/ActivityManager(  281): Load: 7.42 / 2.88 / 1.07
E/ActivityManager(  281): CPU usage from 60107ms to 298ms ago:
E/ActivityManager(  281):   10% 281/system_server: 7.2% user + 2.7% kernel / faults: 1764 minor 3 major
E/ActivityManager(  281):   8.3% 36/surfaceflinger: 5.8% user + 2.5% kernel / faults: 323 minor
E/ActivityManager(  281):   3% 387/com.android.systemui: 2.1% user + 0.8% kernel / faults: 1208 minor 1 major
E/ActivityManager(  281):   2.6% 429/com.android.phone: 1.7% user + 0.8% kernel / faults: 2096 minor 7 major
E/ActivityManager(  281):   0.5% 34/debuggerd: 0.3% user + 0.2% kernel / faults: 1366 minor
E/ActivityManager(  281):   1.3% 413/com.android.inputmethod.latin: 0.7% user + 0.5% kernel / faults: 756 minor 5 major
E/ActivityManager(  281):   0.5% 37/zygote: 0.4% user + 0% kernel / faults: 135 minor
E/ActivityManager(  281):   0.4% 47/adbd: 0% user + 0.4% kernel
E/ActivityManager(  281):   0.1% 279/logcat: 0% user + 0.1% kernel / faults: 1 minor
E/ActivityManager(  281):   0% 35/rild: 0% user + 0% kernel / faults: 4 minor
E/ActivityManager(  281):   0% 30/servicemanager: 0% user + 0% kernel
E/ActivityManager(  281):   0% 39/mediaserver: 0% user + 0% kernel / faults: 11 minor
E/ActivityManager(  281):   0% 442/com.android.settings: 0% user + 0% kernel / faults: 34 minor
E/ActivityManager(  281):   0% 1//init: 0% user + 0% kernel / faults: 14 minor
E/ActivityManager(  281):   0% 4/events/0: 0% user + 0% kernel
E/ActivityManager(  281):  +0% 485/android.process.acore: 0% user + 0% kernel
E/ActivityManager(  281): 99% TOTAL: 67% user + 30% kernel + 1.3% softirq
E/ActivityManager(  281): CPU usage from 3049ms to 3933ms later:
E/ActivityManager(  281):   30% 281/system_server: 20% user + 10% kernel / faults: 419 minor
E/ActivityManager(  281):     7.7% 297/WindowManager: 2.2% user + 5.5% kernel
E/ActivityManager(  281):     5.5% 298/ActivityManager: 0% user + 5.5% kernel
E/ActivityManager(  281):     4.4% 462/Binder_5: 4.4% user + 0% kernel
E/ActivityManager(  281):     3.3% 287/Compiler: 3.3% user + 0% kernel
E/ActivityManager(  281):     2.2% 371/Binder_3: 1.1% user + 1.1% kernel
E/ActivityManager(  281):     1.1% 292/Binder_1: 1.1% user + 0% kernel
E/ActivityManager(  281):     1.1% 293/Binder_2: 0% user + 1.1% kernel
E/ActivityManager(  281):     1.1% 295/er.ServerThread: 1.1% user + 0% kernel
E/ActivityManager(  281):     1.1% 296/UI: 1.1% user + 0% kernel
E/ActivityManager(  281):     1.1% 309/PowerManagerSer: 0% user + 1.1% kernel
E/ActivityManager(  281):     1.1% 463/Binder_6: 1.1% user + 0% kernel
E/ActivityManager(  281):   13% 36/surfaceflinger: 11% user + 2.2% kernel / faults: 183 minor
E/ActivityManager(  281):     11% 65/SurfaceFlinger: 10% user + 0.5% kernel
E/ActivityManager(  281):     2.2% 303/Binder_3: 2.2% user + 0% kernel
E/ActivityManager(  281):     0.5% 69/VSyncThread: 0% user + 0.5% kernel
E/ActivityManager(  281):     0.5% 479/Binder_4: 0% user + 0.5% kernel
E/ActivityManager(  281):     0.5% 480/Binder_5: 0% user + 0.5% kernel
E/ActivityManager(  281):   13% 429/com.android.phone: 10% user + 3.4% kernel / faults: 235 minor
E/ActivityManager(  281):     8% 429/m.android.phone: 8% user + 0% kernel
E/ActivityManager(  281):     2.2% 438/Compiler: 2.2% user + 0% kernel
E/ActivityManager(  281):   10% 485/android.process.acore: 9% user + 1.2% kernel / faults: 51 minor
E/ActivityManager(  281):     7.7% 498/Binder_2: 7.7% user + 0% kernel
E/ActivityManager(  281):     1.2% 492/Compiler: 0% user + 1.2% kernel
E/ActivityManager(  281):   11% 524/com.android.systemui: 5.6% user + 5.6% kernel / faults: 819 minor 2 major
E/ActivityManager(  281):     8.4% 524/ndroid.systemui: 4.2% user + 4.2% kernel
E/ActivityManager(  281):   1.1% 1//init: 0% user + 1.1% kernel / faults: 10 minor
E/ActivityManager(  281):   0.5% 30/servicemanager: 0% user + 0.5% kernel
E/ActivityManager(  281):   0.5% 35/rild: 0.5% user + 0% kernel
E/ActivityManager(  281):     0.5% 70/rild: 0.5% user + 0% kernel
E/ActivityManager(  281):   1.1% 413/com.android.inputmethod.latin: 1.1% user + 0% kernel / faults: 4 minor
E/ActivityManager(  281):     2.3% 413/putmethod.latin: 2.3% user + 0% kernel
E/ActivityManager(  281): 100% TOTAL: 71% user + 28% kernel
W/ActivityManager(  281): Killing ProcessRecord{41fe4660 413:com.android.inputmethod.latin/u0a10020}: background ANR
W/ActivityManager(  281): Scheduling restart of crashed service com.android.inputmethod.latin/.LatinIME in 7229ms
W/ActivityManager(  281): Activity destroy timeout for ActivityRecord{4175e7d0 u0 com.android.settings/.CryptKeeper}
E/JavaBinder(  524): *** Uncaught remote exception!  (Exceptions are not yet supported across processes.)
E/JavaBinder(  524): java.lang.RuntimeException: android.os.DeadObjectException
E/JavaBinder(  524): 	at android.os.Parcel.writeException(Parcel.java:1332)
E/JavaBinder(  524): 	at android.os.Binder.execTransact(Binder.java:391)
E/JavaBinder(  524): 	at dalvik.system.NativeStart.run(Native Method)
E/JavaBinder(  524): Caused by: android.os.DeadObjectException
E/JavaBinder(  524): 	at android.os.BinderProxy.transact(Native Method)
E/JavaBinder(  524): 	at android.content.IIntentReceiver$Stub$Proxy.performReceive(IIntentReceiver.java:124)
E/JavaBinder(  524): 	at android.app.ActivityThread$ApplicationThread.scheduleRegisteredReceiver(ActivityThread.java:819)
E/JavaBinder(  524): 	at android.app.ApplicationThreadNative.onTransact(ApplicationThreadNative.java:387)
E/JavaBinder(  524): 	at android.os.Binder.execTransact(Binder.java:388)
E/JavaBinder(  524): 	... 1 more
E/JavaBinder(  524): *** Uncaught remote exception!  (Exceptions are not yet supported across processes.)
E/JavaBinder(  524): java.lang.RuntimeException: android.os.DeadObjectException
E/JavaBinder(  524): 	at android.os.Parcel.writeException(Parcel.java:1332)
E/JavaBinder(  524): 	at android.os.Binder.execTransact(Binder.java:391)
E/JavaBinder(  524): 	at dalvik.system.NativeStart.run(Native Method)
E/JavaBinder(  524): Caused by: android.os.DeadObjectException
E/JavaBinder(  524): 	at android.os.BinderProxy.transact(Native Method)
E/JavaBinder(  524): 	at android.content.IIntentReceiver$Stub$Proxy.performReceive(IIntentReceiver.java:124)
E/JavaBinder(  524): 	at android.app.ActivityThread$ApplicationThread.scheduleRegisteredReceiver(ActivityThread.java:819)
E/JavaBinder(  524): 	at android.app.ApplicationThreadNative.onTransact(ApplicationThreadNative.java:387)
E/JavaBinder(  524): 	at android.os.Binder.execTransact(Binder.java:388)
E/JavaBinder(  524): 	... 1 more
E/JavaBinder(  524): *** Uncaught remote exception!  (Exceptions are not yet supported across processes.)
E/JavaBinder(  524): java.lang.RuntimeException: android.os.DeadObjectException
E/JavaBinder(  524): 	at android.os.Parcel.writeException(Parcel.java:1332)
E/JavaBinder(  524): 	at android.os.Binder.execTransact(Binder.java:391)
E/Jav
